movie_block,review_block,seconds,prompt_tokens,completion_tokens,matches
12,42,0.760,2271,22,0
12,43,0.729,2486,10,0
12,44,0.764,2275,20,0
12,45,0.754,2188,21,0
12,46,0.714,2330,22,0
12,47,0.796,2600,21,0
12,48,0.770,2357,22,0
12,49,0.726,1974,20,0
12,50,0.779,2191,29,0
12,51,0.748,2243,20,0
12,52,0.750,2169,20,0
12,53,0.689,2070,16,0
12,54,0.728,2013,16,0
12,55,0.787,2159,30,0
12,56,0.763,2263,21,0
12,57,0.711,2426,22,0
12,58,0.696,2146,20,0
12,59,0.767,2312,20,0
12,60,0.703,1657,17,0
12,61,0.763,2051,20,0
12,62,0.783,2620,21,0
12,63,0.721,1766,25,0
12,64,0.762,2264,21,0
12,65,0.711,2160,25,0
12,66,0.767,2263,20,0
12,67,0.727,2230,20,0
12,68,0.731,2009,20,0
12,69,0.707,2073,20,0
12,70,0.750,2199,21,0
12,71,0.690,1835,17,0
12,72,0.755,2274,20,0
12,73,0.774,2788,19,0
12,74,0.715,1937,29,0
12,75,0.798,2323,21,0
12,76,0.718,2272,21,0
12,77,0.762,2362,20,0
12,78,0.778,2547,22,0
12,79,0.766,1905,29,0
12,80,0.738,1974,20,0
12,81,0.724,2338,29,0
12,82,0.733,2247,21,0
12,83,0.684,2037,20,0
12,84,0.754,2172,21,0
12,85,0.774,2446,21,0
12,86,0.801,2583,22,0
12,87,0.727,1899,29,0
12,88,0.735,1764,29,0
12,89,0.683,1651,17,0
12,90,0.717,1991,29,0
12,91,0.752,2294,20,0
12,92,0.777,2402,22,0
12,93,0.784,2407,22,0
12,94,0.798,2764,21,0
12,95,0.776,2451,20,0
12,96,0.758,2075,20,0
12,97,0.766,2558,21,0
12,98,0.691,1751,22,0
12,99,0.718,2136,20,0
12,100,0.762,2212,20,0
12,101,0.753,2175,20,0
12,102,0.745,2309,20,0
12,103,0.754,2049,20,0
12,104,0.756,2238,20,0
12,105,0.758,2295,21,0
12,106,0.754,2249,20,0
12,107,0.762,2364,20,0
12,108,0.748,2474,22,0
12,109,0.762,2188,20,0
12,110,0.740,2333,21,0
12,111,0.801,2031,29,0
12,112,0.814,2200,20,0
12,113,0.754,2249,29,0
12,114,0.738,2119,20,0
12,115,0.807,2136,29,0
12,116,0.733,1994,21,0
12,117,0.778,2445,21,0
12,118,0.737,2111,20,0
12,119,0.762,2229,20,0
12,120,0.745,1964,29,0
12,121,0.755,2374,20,0
12,122,0.739,2527,20,0
12,123,0.765,2006,20,0
12,124,0.756,2311,20,0
12,125,0.789,2587,21,0
12,126,0.774,2115,21,0
12,127,0.807,2714,21,0
12,128,0.750,2139,20,0
12,129,0.764,2250,20,0
12,130,0.782,2444,26,0
12,131,0.708,2250,18,0
12,132,0.768,2378,20,0
12,133,0.778,2489,20,0
12,134,0.671,1799,17,0
12,135,0.775,2504,20,0
12,136,0.754,2167,20,0
12,137,0.767,2001,29,0
12,138,0.758,2265,29,0
12,139,0.707,2229,20,0
12,140,0.719,2258,20,0
12,141,0.716,2334,20,0
12,142,0.753,1967,26,0
12,143,0.700,2344,20,0
12,144,0.730,2480,21,0
12,145,0.789,2759,21,0
12,146,0.769,2233,20,0
12,147,0.756,2271,20,0
12,148,0.771,2336,21,0
12,149,0.787,2402,22,0
12,150,0.760,2151,20,0
12,151,0.747,2226,20,0
12,152,0.769,2167,20,0
12,153,0.753,2236,20,0
12,154,0.740,2122,20,0
12,155,0.733,2069,20,0
12,156,0.758,2347,21,0
12,157,0.747,2036,29,0
12,158,0.787,2090,29,0
12,159,0.804,2714,21,0
12,160,0.721,1936,20,0
12,161,0.729,1864,29,0
12,162,0.754,2087,20,0
12,163,0.776,2478,21,0
12,164,0.806,2430,26,0
12,165,0.766,2218,20,0
12,166,0.707,1799,17,0
12,167,0.743,2138,20,0
12,168,0.759,2334,22,0
12,169,0.757,2284,20,0
12,170,0.757,2434,18,0
12,171,0.697,2055,20,0
12,172,0.758,2036,29,0
12,173,0.786,2519,22,0
12,174,0.711,1710,17,0
12,175,0.692,2195,20,0
12,176,0.756,2140,20,0
12,177,0.716,2039,29,0
12,178,0.711,1966,20,0
12,179,0.808,2309,37,0
12,180,0.755,2169,26,0
12,181,0.756,2294,20,0
12,182,0.789,2491,26,0
12,183,0.715,1719,29,0
12,184,0.744,2104,21,0
12,185,0.725,2045,20,0
12,186,0.759,2298,20,0
12,187,0.683,1673,17,0
12,188,0.741,2220,20,0
12,189,0.710,2133,20,0
12,190,0.781,2390,21,0
12,191,0.762,2071,20,0
12,192,0.712,2303,20,0
12,193,0.795,2525,22,0
12,194,0.731,2067,20,0
12,195,0.749,2061,20,0
12,196,0.743,2140,20,0
12,197,0.784,2430,21,0
12,198,0.808,2278,36,0
12,199,0.690,1662,25,0
12,200,0.732,2454,21,0
12,201,0.683,1690,17,0
12,202,0.682,2316,22,0
12,203,0.786,2073,29,0
12,204,0.791,1891,29,0
12,205,0.738,2339,20,0
12,206,0.786,2465,20,0
12,207,0.797,2471,20,0
12,208,0.790,2546,22,0
12,209,0.731,1943,20,0
12,210,0.738,2065,20,0
12,211,0.746,2302,20,0
12,212,0.788,2581,22,0
12,213,0.810,2540,20,0
12,214,0.768,2309,22,0
12,215,0.730,2389,20,0
12,216,0.786,2573,20,0
12,217,0.749,2568,21,0
12,218,0.714,2150,20,0
12,219,0.765,2257,20,0
12,220,0.722,2294,20,0
12,221,0.745,2138,21,0
12,222,0.667,1970,20,0
12,223,0.760,2059,22,0
12,224,0.764,2518,20,0
12,225,0.697,1647,17,0
12,226,0.757,2507,20,0
12,227,0.784,2185,22,0
12,228,0.759,2398,20,0
12,229,0.754,2057,20,0
12,230,0.747,2345,26,0
12,231,0.697,1960,20,0
12,232,0.716,2021,20,0
12,233,0.751,2610,21,0
12,234,0.748,2010,20,0
12,235,0.754,2263,20,0
12,236,0.732,2168,20,0
12,237,0.734,2436,21,0
12,238,0.797,2607,22,0
12,239,0.703,1807,17,0
12,240,0.697,2179,29,0
12,241,0.731,2051,20,0
12,242,0.780,2158,29,0
12,243,0.756,2195,20,0
12,244,0.768,2095,29,0
12,245,0.775,2440,22,0
12,246,0.783,2336,21,0
12,247,0.751,1951,29,0
12,248,0.784,2246,27,0
12,249,0.750,2329,20,0
12,250,0.833,2385,37,0
13,1,0.782,2080,29,0
13,2,0.781,2027,29,0
13,3,0.785,2101,30,0
13,4,0.713,2281,20,0
13,5,0.762,2353,20,0
13,6,0.776,2368,22,0
13,7,0.723,1541,22,0
13,8,0.682,2540,20,0
13,9,0.643,1633,17,0
13,10,0.755,2333,20,0
13,11,0.764,2373,20,0
13,12,0.786,2200,29,0
13,13,0.729,1910,20,0
13,14,0.722,2252,20,0
13,15,0.736,2352,20,0
13,16,0.772,2277,20,0
13,17,0.709,2380,17,0
13,18,0.756,1938,29,0
13,19,0.759,2086,35,0
13,20,0.791,2344,27,0
13,21,0.754,2045,25,0
13,22,0.792,2318,29,0
13,23,0.694,2172,20,0
13,24,0.792,2537,31,0
13,25,0.753,2009,20,0
13,26,0.748,2119,20,0
13,27,0.748,2056,20,0
13,28,0.723,2558,20,0
13,29,0.729,1950,20,0
13,30,0.828,2789,31,0
13,31,0.765,2122,20,0
13,32,0.708,2330,20,0
13,33,0.722,1936,29,0
13,34,0.759,2361,20,0
13,35,0.829,2788,42,0
13,36,0.772,2326,22,0
13,37,0.765,2276,20,0
13,38,0.754,2308,20,0
13,39,0.773,2506,20,0
13,40,0.764,1814,29,0
13,41,0.766,2399,20,0
13,42,0.750,2266,21,0
13,43,0.816,2481,31,0
13,44,0.744,2270,20,0
13,45,0.783,2183,29,0
13,46,0.723,2325,22,0
13,47,0.754,2595,22,0
13,48,0.810,2352,29,0
13,49,0.718,1969,20,0
13,50,0.773,2186,29,0
13,51,0.773,2238,20,0
13,52,0.779,2164,29,0
13,53,0.729,2065,16,0
13,54,0.660,2008,10,0
13,55,0.766,2154,30,0
13,56,0.806,2258,37,0
13,57,0.621,2421,21,0
13,58,0.808,2141,33,0
13,59,0.766,2307,20,0
13,60,0.709,1652,17,0
13,61,0.715,2046,29,0
13,62,0.717,2615,21,0
13,63,0.692,1761,25,0
13,64,0.704,2259,20,0
13,65,0.769,2155,29,0
13,66,0.714,2258,20,0
13,67,0.761,2225,20,0
13,68,0.758,2004,29,0
13,69,0.726,2068,20,0
13,70,0.748,2194,20,0
13,71,0.714,1830,17,0
13,72,0.719,2269,20,0
13,73,0.777,2783,21,0
13,74,0.710,1932,34,0
13,75,0.765,2318,22,0
13,76,0.767,2267,21,0
13,77,0.721,2357,20,0
13,78,0.804,2542,20,0
13,79,0.695,1900,20,0
13,80,0.772,1969,29,0
13,81,0.780,2333,29,0
13,82,0.640,2242,22,0
13,83,0.746,2032,20,0
13,84,0.749,2167,20,0
13,85,0.763,2441,22,0
13,86,0.779,2578,21,0
13,87,0.774,1894,29,0
13,88,0.746,1759,29,0
13,89,0.606,1646,21,0
13,90,0.761,1986,29,0
13,91,0.740,2289,20,0
13,92,0.729,2397,22,0
13,93,0.730,2402,22,0
13,94,0.806,2759,21,0
13,95,0.792,2446,26,0
13,96,0.750,2070,20,0
13,97,0.754,2553,22,0
13,98,0.689,1746,22,0
13,99,0.667,2131,20,0
13,100,0.716,2207,20,0
13,101,0.744,2170,22,0
13,102,0.765,2304,20,0
13,103,0.757,2044,20,0
13,104,0.755,2233,20,0
13,105,0.684,2290,21,0
13,106,0.785,2244,22,0
13,107,0.776,2359,20,0
13,108,0.800,2469,20,0
13,109,0.758,2183,20,0
13,110,0.776,2328,20,0
13,111,0.777,2026,29,0
13,112,0.788,2195,29,0
13,113,0.740,2244,29,0
13,114,0.740,2114,20,0
13,115,0.744,2131,20,0
13,116,0.751,1989,29,0
13,117,0.756,2440,18,0
13,118,0.763,2106,29,0
13,119,0.798,2224,34,0
13,120,0.727,1959,29,0
13,121,0.755,2369,20,0
13,122,0.760,2522,20,0
13,123,0.749,2001,20,0
13,124,0.798,2306,29,0
13,125,0.738,2582,20,0
13,126,0.727,2110,20,0
13,127,0.840,2709,33,0
13,128,0.775,2134,22,0
13,129,0.636,2245,17,0
13,130,0.798,2439,26,0
13,131,0.701,2245,18,0
13,132,0.770,2373,20,0
13,133,0.724,2484,20,0
13,134,0.754,1794,29,0
13,135,0.773,2499,20,0
13,136,0.781,2162,29,0
13,137,0.736,1996,29,0
13,138,0.763,2260,20,0
13,139,0.715,2224,20,0
13,140,0.714,2253,20,0
13,141,0.760,2329,20,0
13,142,0.738,1962,20,0
13,143,0.767,2339,21,0
13,144,0.771,2475,20,0
13,145,0.845,2754,21,0
13,146,0.806,2228,20,0
13,147,0.764,2266,21,0
13,148,0.760,2331,22,0
13,149,0.763,2397,20,0
13,150,0.708,2146,20,0
13,151,0.831,2221,44,0
13,152,0.766,2162,20,0
13,153,0.731,2231,20,0
13,154,0.738,2117,20,0
13,155,0.727,2064,20,0
13,156,0.694,2342,22,0
13,157,0.935,2031,29,0
13,158,0.725,2085,29,0
13,159,0.802,2709,21,0
13,160,0.767,1931,20,0
13,161,0.821,1859,29,0
13,162,0.751,2082,29,0
13,163,0.793,2473,21,0
13,164,0.794,2425,26,0
13,165,0.725,2213,20,0
13,166,0.664,1794,17,0
13,167,0.791,2133,20,0
13,168,0.730,2329,21,0
13,169,0.758,2279,20,0
13,170,2.784,2429,29,0
13,171,0.754,2050,20,0
13,172,0.746,2031,29,0
13,173,0.776,2514,20,0
13,174,0.736,1705,29,0
13,175,0.668,2190,20,0
13,176,0.752,2135,20,0
13,177,0.724,2034,20,0
13,178,0.718,1961,20,0
13,179,0.703,2304,37,0
13,180,0.717,2164,22,0
13,181,0.684,2289,20,0
13,182,0.779,2486,21,0
13,183,0.737,1714,29,0
13,184,0.738,2099,34,0
13,185,0.748,2040,20,0
13,186,0.746,2293,20,0
13,187,0.649,1668,17,0
13,188,0.752,2215,20,0
13,189,0.701,2128,20,0
13,190,0.758,2385,22,0
13,191,0.709,2066,20,0
13,192,0.745,2298,20,0
13,193,0.810,2520,29,0
13,194,0.782,2062,29,0
13,195,0.691,2056,20,0
13,196,0.711,2135,20,0
13,197,0.723,2425,21,0
13,198,0.737,2273,21,0
13,199,0.725,1657,34,0
13,200,0.702,2449,17,0
13,201,0.706,1685,17,0
13,202,0.641,2311,22,0
13,203,0.749,2068,20,0
13,204,0.744,1886,29,0
13,205,0.695,2334,21,0
13,206,0.780,2460,20,0
13,207,0.757,2466,20,0
13,208,0.777,2541,17,0
13,209,0.800,1938,36,0
13,210,0.680,2060,29,0
13,211,0.728,2297,20,0
13,212,0.799,2576,20,0
13,213,0.749,2535,20,0
13,214,0.745,2304,22,0
13,215,0.714,2384,21,0
13,216,0.770,2568,20,0
13,217,0.780,2563,19,0
13,218,0.713,2145,20,0
13,219,0.762,2252,17,0
13,220,0.718,2289,20,0
13,221,0.758,2133,20,0
13,222,0.737,1965,29,0
13,223,0.773,2054,29,0
13,224,0.692,2513,21,0
13,225,0.663,1642,17,0
13,226,0.767,2502,20,0
13,227,0.656,2180,20,0
13,228,0.760,2393,20,0
13,229,0.718,2052,20,0
13,230,0.773,2340,26,0
13,231,0.677,1955,20,0
13,232,0.721,2016,29,0
13,233,0.784,2605,21,0
13,234,0.745,2005,29,0
13,235,0.667,2258,20,0
13,236,0.798,2163,29,0
13,237,0.759,2431,21,0
13,238,0.774,2602,22,0
13,239,0.675,1802,17,0
13,240,0.757,2174,21,0
13,241,0.758,2046,29,0
13,242,0.705,2153,18,0
13,243,0.755,2190,20,0
13,244,0.702,2090,29,0
13,245,0.733,2435,22,0
13,246,0.728,2331,21,0
13,247,0.762,1946,29,0
13,248,0.765,2241,21,0
13,249,0.732,2324,20,0
13,250,0.757,2380,27,0
14,1,0.766,2085,20,0
14,2,0.751,2032,29,0
14,3,0.751,2106,20,0
14,4,0.762,2286,20,0
14,5,0.775,2358,20,0
14,6,0.697,2373,22,0
14,7,0.694,1546,22,0
14,8,0.755,2545,20,0
14,9,0.663,1638,18,0
14,10,0.722,2338,21,0
14,11,0.722,2378,20,0
14,12,0.757,2205,20,0
14,13,0.713,1915,20,0
14,14,0.755,2257,21,0
14,15,0.738,2357,20,0
14,16,0.731,2282,20,0
14,17,0.779,2385,21,0
14,18,0.710,1943,29,0
14,19,0.791,2091,30,0
14,20,0.698,2349,27,0
14,21,0.723,2050,20,0
14,22,0.753,2323,20,0
14,23,0.773,2177,26,0
14,24,0.698,2542,21,0
14,25,0.679,2014,20,0
14,26,0.731,2124,20,0
14,27,0.677,2061,20,0
14,28,0.745,2563,21,0
14,29,0.709,1955,20,0
14,30,0.797,2794,21,0
14,31,0.703,2127,20,0
14,32,0.779,2335,29,0
14,33,0.590,1941,29,0
14,34,0.756,2366,20,0
14,35,0.752,2793,21,0
14,36,0.796,2331,22,0
14,37,0.765,2281,20,0
14,38,0.715,2313,20,0
14,39,0.783,2511,20,0
14,40,0.724,1819,29,0
14,41,0.770,2404,20,0
14,42,0.721,2271,20,0
14,43,0.823,2486,31,0
14,44,0.711,2275,20,0
14,45,0.769,2188,21,0
14,46,0.702,2330,17,0
14,47,0.741,2600,20,0
14,48,0.734,2357,22,0
14,49,0.729,1974,20,0
14,50,0.708,2191,18,0
14,51,0.678,2243,20,0
14,52,0.745,2169,20,0
14,53,0.697,2070,16,0
14,54,0.668,2013,16,0
14,55,0.771,2159,31,0
14,56,0.757,2263,20,0
14,57,0.755,2426,21,0
14,58,0.778,2146,20,0
14,59,0.752,2312,20,0
14,60,0.700,1657,17,0
14,61,0.737,2051,20,0
14,62,0.833,2620,38,0
14,63,0.759,1766,25,0
14,64,0.751,2264,22,0
14,65,0.729,2160,17,0
14,66,0.756,2263,18,0
14,67,0.760,2230,20,0
14,68,0.783,2009,20,0
14,69,0.700,2073,20,0
14,70,0.759,2199,20,0
14,71,0.585,1835,17,0
14,72,0.754,2274,20,0
14,73,0.776,2788,30,0
14,74,0.787,1937,34,0
14,75,0.778,2323,22,0
14,76,0.708,2272,17,0
14,77,0.723,2362,20,0
14,78,0.804,2547,22,0
14,79,0.776,1905,29,0
14,80,0.661,1974,20,0
14,81,0.743,2338,20,0
14,82,0.785,2247,26,0
14,83,0.742,2037,20,0
14,84,0.739,2172,17,0
14,85,0.736,2446,21,0
14,86,0.821,2583,22,0
14,87,0.686,1899,29,0
14,88,0.724,1764,29,0
14,89,0.639,1651,17,0
14,90,0.772,1991,29,0
14,91,0.772,2294,20,0
14,92,0.797,2402,22,0
14,93,0.789,2407,22,0
14,94,0.809,2764,21,0
14,95,0.791,2451,20,0
14,96,0.804,2075,29,0
14,97,0.799,2558,21,0
14,98,0.737,1751,22,0
14,99,0.728,2136,20,0
14,100,0.707,2212,20,0
14,101,0.760,2175,22,0
14,102,0.766,2309,22,0
14,103,0.742,2049,20,0
14,104,0.740,2238,20,0
14,105,0.768,2295,21,0
14,106,0.810,2249,34,0
14,107,0.770,2364,20,0
14,108,0.792,2474,22,0
14,109,0.766,2188,20,0
14,110,0.771,2333,20,0
14,111,0.765,2031,29,0
14,112,0.775,2200,20,0
14,113,0.798,2249,29,0
14,114,0.705,2119,21,0
14,115,0.783,2136,29,0
14,116,0.738,1994,20,0
14,117,0.794,2445,21,0
14,118,0.750,2111,20,0
14,119,0.801,2229,34,0
14,120,0.715,1964,29,0
14,121,0.771,2374,20,0
14,122,0.728,2527,21,0
14,123,0.735,2006,20,0
14,124,0.762,2311,20,0
14,125,0.770,2587,22,0
14,126,0.763,2115,21,0
14,127,0.810,2714,21,0
14,128,0.760,2139,20,0
14,129,0.790,2250,29,0
14,130,0.773,2444,21,0
14,131,0.776,2250,22,0
14,132,0.777,2378,20,0
14,133,0.765,2489,20,0
14,134,0.736,1799,29,0
14,135,0.779,2504,20,0
14,136,0.739,2167,20,0
14,137,0.758,2001,29,0
14,138,0.735,2265,29,0
14,139,0.758,2229,21,0
14,140,0.766,2258,20,0
14,141,0.751,2334,20,0
14,142,0.709,1967,30,0
14,143,0.728,2344,21,0
14,144,0.787,2480,22,0
14,145,0.835,2759,21,0
14,146,0.772,2233,20,0
14,147,0.774,2271,21,0
14,148,0.781,2336,29,0
14,149,0.798,2402,22,0
14,150,0.765,2151,20,0
14,151,0.745,2226,20,0
14,152,0.716,2167,20,0
14,153,0.722,2236,20,0
14,154,0.695,2122,20,0
14,155,0.692,2069,20,0
14,156,0.760,2347,20,0
14,157,0.688,2036,20,0
14,158,0.736,2090,20,0
14,159,0.782,2714,21,0
14,160,0.730,1936,17,0
14,161,0.742,1864,20,0
14,162,0.736,2087,20,0
14,163,0.777,2478,21,0
14,164,0.864,2430,39,0
14,165,0.764,2218,20,0
14,166,0.660,1799,17,0
14,167,0.759,2138,20,0
14,168,0.756,2334,21,0
14,169,0.718,2284,20,0
14,170,0.775,2434,18,0
14,171,0.768,2055,20,0
14,172,0.739,2036,20,0
14,173,0.795,2519,22,0
14,174,0.697,1710,29,0
14,175,0.748,2195,20,0
14,176,0.742,2140,20,0
14,177,0.721,2039,20,0
14,178,0.686,1966,20,0
14,179,0.812,2309,37,0
14,180,0.756,2169,20,0
14,181,0.763,2294,20,0
14,182,0.782,2491,26,0
14,183,0.678,1719,29,0
14,184,0.766,2104,34,0
14,185,0.711,2045,20,0
14,186,0.748,2298,20,0
14,187,0.695,1673,17,0
14,188,0.751,2220,20,0
14,189,0.703,2133,20,0
14,190,0.756,2390,21,0
14,191,0.757,2071,20,0
14,192,0.764,2303,20,0
14,193,0.794,2525,20,0
14,194,0.641,2067,20,0
14,195,0.744,2061,20,0
14,196,0.750,2140,21,0
14,197,0.750,2430,21,0
14,198,0.754,2278,20,0
14,199,0.742,1662,29,0
14,200,0.767,2454,21,0
14,201,0.686,1690,17,0
14,202,0.763,2316,22,0
14,203,0.781,2073,29,0
14,204,0.734,1891,29,0
14,205,0.745,2339,22,0
14,206,0.744,2465,20,0
14,207,0.776,2471,21,0
14,208,0.795,2546,22,0
14,209,0.741,1943,20,0
14,210,0.760,2065,20,0
14,211,0.786,2302,20,0
14,212,0.791,2581,17,0
14,213,0.753,2540,20,0
14,214,0.726,2309,22,0
14,215,0.815,2389,20,0
14,216,0.707,2573,20,0
14,217,0.776,2568,10,0
14,218,0.771,2150,20,0
14,219,0.706,2257,20,0
14,220,0.791,2294,20,0
14,221,0.724,2138,20,0
14,222,0.710,1970,20,0
14,223,0.685,2059,22,0
14,224,0.776,2518,21,0
14,225,0.724,1647,17,0
14,226,0.783,2507,20,0
14,227,0.747,2185,20,0
14,228,0.766,2398,20,0
14,229,0.745,2057,20,0
14,230,0.780,2345,27,0
14,231,0.785,1960,20,0
14,232,0.730,2021,20,0
14,233,0.785,2610,21,0
14,234,0.735,2010,20,0
14,235,0.785,2263,20,0
14,236,0.745,2168,20,0
14,237,0.767,2436,21,0
14,238,0.774,2607,22,0
14,239,0.680,1807,17,0
14,240,0.696,2179,21,0
14,241,0.799,2051,20,0
14,242,0.743,2158,19,0
14,243,0.735,2195,20,0
14,244,0.746,2095,20,0
14,245,0.753,2440,20,0
14,246,0.761,2336,21,0
14,247,0.715,1951,20,0
14,248,0.706,2246,21,0
14,249,0.766,2329,20,0
14,250,0.807,2385,37,0
15,1,0.729,2094,20,0
15,2,0.671,2041,20,0
15,3,0.712,2115,20,0
15,4,0.768,2295,20,0
15,5,0.733,2367,20,0
15,6,0.812,2382,22,0
15,7,0.670,1555,20,0
15,8,0.793,2554,22,0
15,9,0.718,1647,18,0
15,10,0.761,2347,21,0
15,11,0.773,2387,22,0
15,12,0.759,2214,20,0
15,13,0.683,1924,20,0
15,14,0.721,2266,20,0
15,15,0.744,2366,20,0
15,16,0.768,2291,20,0
15,17,0.735,2394,17,0
15,18,0.734,1952,20,0
15,19,0.801,2100,35,0
15,20,0.789,2358,27,0
15,21,0.728,2059,22,0
15,22,0.781,2332,29,0
15,23,0.790,2186,26,0
15,24,0.773,2551,21,0
15,25,0.750,2023,20,0
15,26,0.738,2133,20,0
15,27,0.681,2070,20,0
15,28,0.768,2572,21,0
15,29,0.740,1964,20,0
15,30,0.800,2803,21,0
15,31,0.743,2136,17,0
15,32,0.722,2344,20,0
15,33,0.740,1950,20,0
15,34,0.724,2375,20,0
15,35,0.806,2802,21,0
15,36,0.747,2340,20,0
15,37,0.820,2290,37,0
15,38,0.757,2322,20,0
15,39,0.720,2520,16,0
15,40,0.738,1828,22,0
15,41,0.724,2413,20,0
15,42,0.741,2280,20,0
15,43,0.821,2495,34,0
15,44,0.741,2284,20,0
15,45,0.770,2197,29,0
15,46,0.770,2339,22,0
15,47,0.794,2609,20,0
15,48,0.752,2366,22,0
15,49,0.740,1983,20,0
15,50,0.764,2200,29,0
15,51,0.768,2252,22,0
15,52,0.691,2178,26,0
15,53,0.748,2079,29,0
15,54,0.727,2022,16,0
15,55,0.776,2168,31,0
15,56,0.729,2272,20,0
15,57,0.750,2435,16,0
15,58,0.712,2155,20,0
15,59,0.726,2321,20,0
15,60,0.656,1666,17,0
15,61,0.694,2060,20,0
15,62,0.715,2629,21,0
15,63,0.744,1775,25,0
15,64,0.712,2273,20,0
15,65,0.760,2169,29,0
15,66,0.673,2272,18,0
15,67,0.752,2239,20,0
15,68,0.742,2018,29,0
15,69,0.729,2082,20,0
15,70,0.751,2208,21,0
15,71,0.710,1844,17,0
15,72,0.707,2283,20,0
15,73,0.751,2797,21,0
15,74,0.772,1946,34,0
15,75,0.762,2332,20,0
15,76,0.701,2281,21,0
15,77,0.757,2371,22,0
15,78,0.763,2556,22,0
15,79,0.695,1914,20,0
15,80,0.770,1983,29,0
15,81,0.696,2347,20,0
15,82,0.788,2256,26,0
15,83,0.746,2046,20,0
15,84,0.755,2181,21,0
15,85,0.769,2455,21,0
15,86,0.774,2592,21,0
15,87,0.781,1908,29,0
15,88,0.750,1773,29,0
15,89,0.696,1660,17,0
15,90,0.690,2000,29,0
15,91,0.757,2303,27,0
15,92,0.722,2411,21,0
15,93,0.735,2416,21,0
15,94,0.738,2773,21,0
15,95,0.806,2460,22,0
15,96,0.720,2084,20,0
15,97,0.757,2567,21,0
15,98,0.740,1760,22,0
15,99,0.746,2145,20,0
15,100,0.760,2221,20,0
15,101,0.791,2184,29,0
15,102,0.766,2318,16,0
15,103,0.765,2058,20,0
15,104,0.762,2247,20,0
15,105,0.730,2304,21,0
15,106,0.825,2258,34,0
15,107,0.768,2373,20,0
15,108,0.816,2483,21,0
15,109,0.775,2197,20,0
15,110,0.770,2342,20,0
15,111,0.783,2040,29,0
15,112,0.763,2209,20,0
15,113,0.808,2258,36,0
15,114,0.763,2128,20,0
15,115,0.741,2145,29,0
15,116,0.730,2003,20,0
15,117,0.747,2454,21,0
15,118,0.724,2120,20,0
15,119,0.805,2238,34,0
15,120,0.768,1973,29,0
15,121,0.763,2383,17,0
15,122,0.772,2536,21,0
15,123,0.770,2015,20,0
15,124,0.719,2320,20,0
15,125,0.801,2596,21,0
15,126,0.761,2124,20,0
15,127,0.746,2723,14,0
15,128,0.706,2148,17,0
15,129,0.781,2259,20,0
15,130,0.774,2453,16,0
15,131,0.789,2259,20,0
15,132,0.787,2387,20,0
15,133,0.740,2498,20,0
15,134,0.729,1808,17,0
15,135,0.780,2513,20,0
15,136,0.746,2176,17,0
15,137,0.734,2010,20,0
15,138,0.829,2274,29,0
15,139,0.745,2238,16,0
15,140,0.730,2267,20,0
15,141,0.768,2343,20,0
15,142,0.722,1976,20,0
15,143,0.749,2353,20,0
15,144,0.691,2489,20,0
15,145,0.785,2768,21,0
15,146,0.768,2242,20,0
15,147,0.744,2280,20,0
15,148,0.760,2345,21,0
15,149,0.813,2411,34,0
15,150,0.768,2160,20,0
15,151,0.754,2235,20,0
15,152,0.749,2176,20,0
15,153,0.757,2245,20,0
15,154,0.756,2131,20,0
15,155,0.747,2078,20,0
15,156,0.727,2356,17,0
15,157,0.791,2045,29,0
15,158,0.750,2099,21,0
15,159,0.805,2723,21,0
15,160,0.734,1945,20,0
15,161,0.750,1873,29,0
15,162,0.724,2096,20,0
15,163,0.783,2487,21,0
15,164,0.803,2439,26,0
15,165,0.758,2227,20,0
15,166,0.729,1808,17,0
15,167,0.706,2147,20,0
15,168,0.769,2343,26,0
15,169,0.714,2293,20,0
15,170,0.710,2443,21,0
15,171,0.762,2064,20,0
15,172,0.757,2045,29,0
15,173,0.723,2528,22,0
15,174,0.767,1719,29,0
15,175,0.653,2204,20,0
15,176,0.727,2149,29,0
15,177,0.751,2048,29,0
15,178,0.745,1975,20,0
15,179,0.831,2318,37,0
15,180,0.782,2178,26,0
15,181,0.750,2303,20,0
15,182,0.773,2500,20,0
15,183,0.701,1728,29,0
15,184,0.786,2113,34,0
15,185,0.720,2054,20,0
15,186,0.771,2307,21,0
15,187,0.704,1682,17,0
15,188,0.796,2229,33,0
15,189,0.806,2142,31,0
15,190,0.767,2399,21,0
15,191,0.747,2080,20,0
15,192,0.795,2312,29,0
15,193,0.760,2534,18,0
15,194,0.791,2076,29,0
15,195,0.735,2070,20,0
15,196,0.739,2149,20,0
15,197,0.778,2439,21,0
15,198,0.770,2287,21,0
15,199,0.746,1671,25,0
15,200,0.751,2463,21,0
15,201,0.710,1699,17,0
15,202,0.773,2325,22,0
15,203,0.745,2082,20,0
15,204,0.710,1900,20,0
15,205,0.710,2348,20,0
15,206,0.775,2474,20,0
15,207,0.800,2480,21,0
15,208,0.796,2555,21,0
15,209,0.730,1952,20,0
15,210,0.741,2074,20,0
15,211,0.723,2311,17,0
15,212,0.757,2590,20,0
15,213,0.785,2549,20,0
15,214,0.813,2318,34,0
15,215,0.785,2398,21,0
15,216,0.740,2582,20,0
15,217,0.747,2577,19,0
15,218,0.709,2159,29,0
15,219,0.758,2266,20,0
15,220,0.716,2303,20,0
15,221,0.759,2147,21,0
15,222,0.678,1979,20,0
